-2.967131,0.025958,-2.973555,0.025958,0.000000,0.006424,0.000000,0.000000
-2.978254,0.078164,-2.984678,0.078164,0.017453,0.006424,0.000000,0.000000
-2.973175,0.130100,-2.979599,0.130100,0.034907,0.006424,0.000000,0.000000
-2.969538,0.182025,-2.975963,0.182025,0.052360,0.006424,0.000000,0.000000
-2.963857,0.233774,-2.970281,0.233774,0.069813,0.006424,0.000000,0.000000
-2.962580,0.285890,-2.969004,0.285890,0.087266,0.006424,0.000000,0.000000
-2.955551,0.337482,-2.961975,0.337482,0.104720,0.006424,0.000000,0.000000
-2.961689,0.390767,-2.968114,0.390767,0.122173,0.006424,0.000000,0.000000
-2.944769,0.441066,-2.951193,0.441066,0.139626,0.006424,0.000000,0.000000
-2.930015,0.491399,-2.936440,0.491399,0.157080,0.006424,0.000000,0.000000
-2.921122,0.542596,-2.927546,0.542596,0.174533,0.006424,0.000000,0.000000
-2.911337,0.593633,-2.917761,0.593633,0.191986,0.006424,0.000000,0.000000
-2.894221,0.643065,-2.900645,0.643065,0.209440,0.006424,0.000000,0.000000
-2.882389,0.693550,-2.888814,0.693550,0.226893,0.006424,0.000000,0.000000
-2.883090,0.747287,-2.889514,0.747287,0.244346,0.006424,0.000000,0.000000
-2.868488,0.797291,-2.874913,0.797291,0.261799,0.006424,0.000000,0.000000
-2.855813,0.847841,-2.862237,0.847841,0.279253,0.006424,0.000000,0.000000
-2.836738,0.896453,-2.843163,0.896453,0.296706,0.006424,0.000000,0.000000
-2.832737,0.949978,-2.839161,0.949978,0.314159,0.006424,0.000000,0.000000
-2.826068,1.003046,-2.832493,1.003046,0.331613,0.006424,0.000000,0.000000
-2.788176,1.044866,-2.794600,1.044866,0.349066,0.006424,0.000000,0.000000
-2.770885,1.094019,-2.777310,1.094019,0.366519,0.006424,0.000000,0.000000
-2.754058,1.143437,-2.760482,1.143437,0.383972,0.006424,0.000000,0.000000
-2.729290,1.189530,-2.735715,1.189530,0.401426,0.006424,0.000000,0.000000
-2.715444,1.240434,-2.721868,1.240434,0.418879,0.006424,0.000000,0.000000
-2.685315,1.283901,-2.691739,1.283901,0.436332,0.006424,0.000000,0.000000
-2.657431,1.328157,-2.663856,1.328157,0.453786,0.006424,0.000000,0.000000
-2.629497,1.372181,-2.635921,1.372181,0.471239,0.006424,0.000000,0.000000
-1.720145,0.937456,-1.726569,0.937456,0.488692,0.006424,0.000000,0.000000
-1.609008,0.913972,-1.615432,0.913972,0.506145,0.006424,0.000000,0.000000
-1.584198,0.936953,-1.590622,0.936953,0.523599,0.006424,0.000000,0.000000
-1.550199,0.953905,-1.556624,0.953905,0.541052,0.006424,0.000000,0.000000
-1.458420,0.933213,-1.464844,0.933213,0.558505,0.006424,0.000000,0.000000
-1.449935,0.963948,-1.456359,0.963948,0.575959,0.006424,0.000000,0.000000
-1.452450,1.002661,-1.458875,1.002661,0.593412,0.006424,0.000000,0.000000
-1.453147,1.041107,-1.459572,1.041107,0.610865,0.006424,0.000000,0.000000
-1.448702,1.076742,-1.455127,1.076742,0.628319,0.006424,0.000000,0.000000
-1.451053,1.118366,-1.457477,1.118366,0.645772,0.006424,0.000000,0.000000
-1.445892,1.155230,-1.452317,1.155230,0.663225,0.006424,0.000000,0.000000
-1.450097,1.200669,-1.456522,1.200669,0.680678,0.006424,0.000000,0.000000
-2.266300,1.941098,-2.272725,1.941098,0.698132,0.006424,0.000000,0.000000
-2.234361,1.982488,-2.240786,1.982488,0.715585,0.006424,0.000000,0.000000
-2.194347,2.016644,-2.200772,2.016644,0.733038,0.006424,0.000000,0.000000
-2.145695,2.042294,-2.152120,2.042294,0.750492,0.006424,0.000000,0.000000
-2.103431,2.073358,-2.109856,2.073358,0.767945,0.006424,0.000000,0.000000
-2.091589,2.134962,-2.098013,2.134962,0.785398,0.006424,0.000000,0.000000
-2.051422,2.168526,-2.057847,2.168526,0.802851,0.006424,0.000000,0.000000
-1.995222,2.184422,-2.001647,2.184422,0.820305,0.006424,0.000000,0.000000
-1.965861,2.229272,-1.972285,2.229272,0.837758,0.006424,0.000000,0.000000
-1.937497,2.276048,-1.943921,2.276048,0.855211,0.006424,0.000000,0.000000
-1.902987,2.316311,-1.909412,2.316311,0.872665,0.006424,0.000000,0.000000
-1.845961,2.328777,-1.852386,2.328777,0.890118,0.006424,0.000000,0.000000
-1.816373,2.375525,-1.822797,2.375525,0.907571,0.006424,0.000000,0.000000
-1.772824,2.404525,-1.779248,2.404525,0.925025,0.006424,0.000000,0.000000
-1.732900,2.438453,-1.739325,2.438453,0.942478,0.006424,0.000000,0.000000
-1.688150,2.465631,-1.694575,2.465631,0.959931,0.006424,0.000000,0.000000
-1.643077,2.492134,-1.649501,2.492134,0.977384,0.006424,0.000000,0.000000
-1.599187,2.520316,-1.605612,2.520316,0.994838,0.006424,0.000000,0.000000
-1.556787,2.550939,-1.563211,2.550939,1.012291,0.006424,0.000000,0.000000
-1.513759,2.580771,-1.520184,2.580771,1.029744,0.006424,0.000000,0.000000
-1.458193,2.588713,-1.464618,2.588713,1.047198,0.006424,0.000000,0.000000
-1.428811,2.643386,-1.435236,2.643386,1.064651,0.006424,0.000000,0.000000
-1.373143,2.650136,-1.379567,2.650136,1.082104,0.006424,0.000000,0.000000
-1.321135,2.662684,-1.327560,2.662684,1.099557,0.006424,0.000000,0.000000
-1.291096,2.720320,-1.297521,2.720320,1.117011,0.006424,0.000000,0.000000
-0.282348,0.633657,-0.288773,0.633657,1.134464,0.006424,0.000000,0.000000
-0.271399,0.638954,-0.277824,0.638954,1.151917,0.006424,0.000000,0.000000
-0.258406,0.639360,-0.264830,0.639360,1.169371,0.006424,0.000000,0.000000
-0.241700,0.629903,-0.248124,0.629903,1.186824,0.006424,0.000000,0.000000
-0.231530,0.636440,-0.237954,0.636440,1.204277,0.006424,0.000000,0.000000
-0.217902,0.633481,-0.224326,0.633481,1.221730,0.006424,0.000000,0.000000
-0.205148,0.632327,-0.211572,0.632327,1.239184,0.006424,0.000000,0.000000
-0.191995,0.629308,-0.198419,0.629308,1.256637,0.006424,0.000000,0.000000
-0.180026,0.629449,-0.186450,0.629449,1.274090,0.006424,0.000000,0.000000
-0.169949,0.635985,-0.176373,0.635985,1.291544,0.006424,0.000000,0.000000
-0.158160,0.636404,-0.164584,0.636404,1.308997,0.006424,0.000000,0.000000
-0.144989,0.630686,-0.151413,0.630686,1.326450,0.006424,0.000000,0.000000
-0.132772,0.627877,-0.139196,0.627877,1.343904,0.006424,0.000000,0.000000
-0.121617,0.629349,-0.128042,0.629349,1.361357,0.006424,0.000000,0.000000
-0.108977,0.622656,-0.115402,0.622656,1.378810,0.006424,0.000000,0.000000
-0.099892,0.635328,-0.106316,0.635328,1.396263,0.006424,0.000000,0.000000
-0.088022,0.631962,-0.094446,0.631962,1.413717,0.006424,0.000000,0.000000
-0.076817,0.632291,-0.083242,0.632291,1.431170,0.006424,0.000000,0.000000
-0.065554,0.631754,-0.071978,0.631754,1.448623,0.006424,0.000000,0.000000
-0.054109,0.628672,-0.060533,0.628672,1.466077,0.006424,0.000000,0.000000
